fips_code,city,state
27037,Northfield,Minnesota
27037,Rosemount,Minnesota
27041,Alexandria,Minnesota
27053,Bloomington,Minnesota
27053,Brooklyn Center,Minnesota
27053,Brooklyn Park,Minnesota
27053,Edina,Minnesota
27053,Hopkins,Minnesota
27053,Minneapolis,Minnesota
27053,Plymouth,Minnesota
27053,Richfield,Minnesota
27053,Saint Louis Park,Minnesota
27053,St. Louis Park,Minnesota
27061,Grand Rapids,Minnesota
27067,Willmar,Minnesota
27083,Marshall,Minnesota
27087,Mahnomen,Minnesota
27099,Austin,Minnesota
27103,North Mankato,Minnesota
27103,Saint Peter,Minnesota
27105,Worthington,Minnesota
27109,Rochester,Minnesota
27111,Fergus Falls,Minnesota
27113,Thief River Falls,Minnesota
27115,Pine City,Minnesota
27119,Crookston,Minnesota
27123,New Brighton,Minnesota
27123,Roseville,Minnesota
27123,Saint Paul,Minnesota
27137,Dultuh,Minnesota
27137,Duluth,Minnesota
27137,Ely,Minnesota
27137,Hibbing,Minnesota
27137,Virginia,Minnesota
27139,Shakopee,Minnesota
27141,Elk River,Minnesota
27145,Collegeville,Minnesota
27145,Saint Cloud,Minnesota
27145,Saint Joseph,Minnesota
27145,St. Cloud,Minnesota
27145,Waite Park,Minnesota
27149,Morris,Minnesota
27163,Saint Paul,Minnesota
27163,White Bear Lake,Minnesota
27163,Woodbury,Minnesota
27169,Winona,Minnesota
27173,Granite Falls,Minnesota
28003,Corinth,Mississippi
28011,Cleveland,Mississippi
28021,Alcorn State,Mississippi
28027,Clarksdale,Mississippi
28029,Wesson,Mississippi
28043,Grenada,Mississippi
28047,Biloxi,Mississippi
28047,Gulfport,Mississippi
28049,Clinton,Mississippi
28049,Jackson,Mississippi
28049,Raymond,Mississippi
28057,Fulton,Mississippi
28059,Ocean Springs,Mississippi
28067,Ellisville,Mississippi
28067,Laurel,Mississippi
28067,Ripley,Mississippi
28069,Scooba,Mississippi
28075,Meridian,Mississippi
28083,Itta Bena,Mississippi
28087,Columbus,Mississippi
28089,Tougaloo,Mississippi
28093,Holly Springs,Mississippi
28101,Decatur,Mississippi
28105,Mississippi State,Mississippi
28109,Poplarville,Mississippi
28113,Summit,Mississippi
28115,Pontotoc,Mississippi
28117,Booneville,Mississippi
28121,Flowood,Mississippi
28121,Pearl,Mississippi
28131,Perkinston,Mississippi
28133,Moorhead,Mississippi
28137,Senatobia,Mississippi
28139,Blue Mountain,Mississippi
28151,Greenville,Mississippi
29001,Kirksville,Missouri
29019,Columbia,Missouri
29021,Saint Joseph,Missouri
29021,St Joseph,Missouri
29027,Fulton,Missouri
29031,Cape Girardeau,Missouri
29037,Kansas City,Missouri
29047,Kansas City,Missouri
29047,Liberty,Missouri
29047,North Kansas City,Missouri
29051,Jefferson City,Missouri
29071,Union,Missouri
29077,Springfield,Missouri
29079,Trenton,Missouri
29089,Fayette,Missouri
29091,West Plains,Missouri
29095,Independence,Missouri
29095,Kansas City,Missouri
29095,Lee's Summit,Missouri
29097,Joplin,Missouri
29099,Arnold,Missouri
29099,Hillsboro,Missouri
29101,Warrensburg,Missouri
29107,Lexington,Missouri
29111,Canton,Missouri
29127,Hannibal,Missouri
29145,Neosho,Missouri
29147,Conception,Missouri
29147,Maryville,Missouri
29151,Linn,Missouri
29159,Sedalia,Missouri
29161,Rolla,Missouri
29165,Kansas City,Missouri
29165,Parkville,Missouri
29167,Bolivar,Missouri
29175,Moberly,Missouri
29183,Cottleville,Missouri
29183,Saint Charles,Missouri
29183,Saint Peters,Missouri
29183,St Charles,Missouri
29187,Park Hills,Missouri
29189,Berkeley,Missouri
29189,Brentwood,Missouri
29189,Chesterfield,Missouri
29189,Earth City,Missouri
29189,Fenton,Missouri
29189,Florissant,Missouri
29189,Hazelwood,Missouri
29189,Maryland Heights,Missouri
29189,Saint Louis,Missouri
29189,St. Louis,Missouri
29189,Sunset Hills,Missouri
29189,Webster Groves,Missouri
29195,Marshall,Missouri
29213,Point Lookout,Missouri
29215,Houston,Missouri
29217,Nevada,Missouri
29510,Saint Louis,Missouri
30001,Dillon,Montana
30003,Crow Agency,Montana
30005,Harlem,Montana
30013,Great Falls,Montana
30015,Box Elder,Montana
30017,Miles City,Montana
30021,Glendive,Montana
30029,Kalispell,Montana
30031,Bozeman,Montana
30035,Browning,Montana
30041,Havre,Montana
30047,Pablo,Montana
30049,Helena,Montana
30081,Hamilton,Montana
30085,Poplar,Montana
30087,Lame Deer,Montana
30093,Butte,Montana
30111,Billings,Montana
31001,Hastings,Nebraska
31019,Kearney,Nebraska
31045,Chadron,Nebraska
31053,Fremont,Nebraska
31055,Omaha,Nebraska
31063,Curtis,Nebraska
31079,Grand Island,Nebraska
31109,Lincoln,Nebraska
31111,North Platte,Nebraska
31119,Norfolk,Nebraska
31127,Peru,Nebraska
31151,Crete,Nebraska
31153,Bellevue,Nebraska
31153,Papillion,Nebraska
31157,Gering,Nebraska
31157,Scottsbluff,Nebraska
31159,Seward,Nebraska
31173,Macy,Nebraska
31173,Winnebago,Nebraska
31179,Wayne,Nebraska
31185,York,Nebraska
32003,Henderson,Nevada
32003,Las Vegas,Nevada
32003,North Las Vegas,Nevada
32007,Elko,Nevada
32031,Incline Village,Nevada
32031,Reno,Nevada
32031,Sparks,Nevada
32510,Carson City,Nevada
33001,Laconia,New Hampshire
33005,Keene,New Hampshire
33005,Rindge,New Hampshire
33007,Berlin,New Hampshire
33009,Hanover,New Hampshire
33009,Lebanon,New Hampshire
33009,Plymouth,New Hampshire
33011,Manchester,New Hampshire
33011,Merrimack,New Hampshire
33011,Nashua,New Hampshire
33013,Concord,New Hampshire
33013,Henniker,New Hampshire
33013,Manchester,New Hampshire
33013,New London,New Hampshire
33013,Warner,New Hampshire
33015,Portsmouth,New Hampshire
33017,Durham,New Hampshire
33019,Claremont,New Hampshire
34001,Galloway,New Jersey
34001,Mays Landing,New Jersey
34003,Hackensack,New Jersey
34003,Lodi,New Jersey
34003,Mahwah,New Jersey
34003,Paramus,New Jersey
34003,Ramsey,New Jersey
34003,Teaneck,New Jersey
34003,Teterboro,New Jersey
34005,Mount Laurel,New Jersey
34005,Pemberton,New Jersey
34007,Blackwood,New Jersey
34007,Camden,New Jersey
34007,Cherry Hill,New Jersey
34011,Vineland,New Jersey
34013,Belleville,New Jersey
34013,Bloomfield,New Jersey
34013,Caldwell,New Jersey
34013,Montclair,New Jersey
34013,Newark,New Jersey
34013,South Orange,New Jersey
34015,Glassboro,New Jersey
34015,Sewell,New Jersey
34017,Hoboken,New Jersey
34017,Jersey City,New Jersey
34021,Ewing,New Jersey
34021,Lawrenceville,New Jersey
34021,Princeton,New Jersey
34021,Trenton,New Jersey
34021,West Windsor,New Jersey
34023,Edison,New Jersey
34023,New Brunswick,New Jersey
34023,North Brunswick,New Jersey
34023,Piscataway,New Jersey
34023,South Plainfield,New Jersey
34025,Adelphia,New Jersey
34025,Belmar,New Jersey
34025,Lincroft,New Jersey
34025,Ocean,New Jersey
34025,West Long Branch,New Jersey
34027,Dover,New Jersey
34027,Madison,New Jersey
34027,Mendham,New Jersey
34027,Morristown,New Jersey
34027,Randolph,New Jersey
34029,Lakewood,New Jersey
34029,Toms River,New Jersey
34031,CLIFTON,New Jersey
34031,Paterson,New Jersey
34031,Wayne,New Jersey
34031,Woodland Park,New Jersey
34033,Carneys Point,New Jersey
34035,Branchburg,New Jersey
34037,Newton,New Jersey
34039,Cranford,New Jersey
34039,Elizabeth,New Jersey
34039,Linden,New Jersey
34039,Plainfield,New Jersey
34039,Union,New Jersey
34041,Hackettstown,New Jersey
34041,Washington,New Jersey
35001,Albuquerque,New Mexico
35005,Roswell,New Mexico
35006,Grants,New Mexico
35009,Clovis,New Mexico
35013,Las Cruces,New Mexico
35013,Santa Teresa,New Mexico
35015,Carlsbad,New Mexico
35017,Silver City,New Mexico
35025,Hobbs,New Mexico
35027,Ruidoso,New Mexico
35028,Los Alamos,New Mexico
35031,Gallup,New Mexico
35035,Alamogordo,New Mexico
35037,Tucumcari,New Mexico
35039,Espanola,New Mexico
35041,Portales,New Mexico
35045,Farmington,New Mexico
35047,Las Vegas,New Mexico
35049,Santa Fe,New Mexico
35053,Socorro,New Mexico
35055,Ranchos de Taos,New Mexico
35061,Los Lunas,New Mexico
36001,Albany,New York
36001,Loudonville,New York
36003,Alfred,New York
36003,Houghton,New York
36005,Bronx,New York
36005,Riverdale,New York
36005,Throggs Neck,New York
36007,Binghamton,New York
36007,Johnson City,New York
36007,Vestal,New York
36009,Olean,New York
36009,Saint Bonaventure,New York
36011,Auburn,New York
36013,Fredonia,New York
36013,Jamestown,New York
36015,Elmira,New York
36019,Plattsburgh,New York
36021,Hudson,New York
36023,Aurora,New York
36025,Delhi,New York
36027,Annandale-On-Hudson,New York
36027,Barrytown,New York
36027,Hyde Park,New York
36027,Poughkeepsie,New York
36029,Amherst,New York
36029,Buffalo,New York
36029,East Aurora,New York
36029,Getzville,New York
36029,Hamburg,New York
36029,Orchard Park,New York
36031,Saranac Lake,New York
36033,Paul Smiths,New York
36037,Batavia,New York
36043,Herkimer,New York
36045,Watertown,New York
36047,Brooklyn,New York
36047,Brooklyn Heights,New York
36051,Geneseo,New York
36053,Cazenovia,New York
36053,Hamilton,New York
36055,Brockport,New York
36055,Rochester,New York
36057,Johnstown,New York
36059,Bethpage,New York
36059,Brookville,New York
36059,Cold Spring Harbor,New York
36059,Garden City,New York
36059,Glen Cove,New York
36059,Hempstead,New York
36059,Kings Point,New York
36059,Lawrence,New York
36059,Levittown,New York
36059,Long Beach,New York
36059,Mineola,New York
36059,Old Westbury,New York
36059,Rockville Centre,New York
36059,Syosset,New York
36059,Valley Stream,New York
36061,New  York,New York
36061,New York,New York
36061,Plainfield,New Jersey
36061,Staunton,Virginia
36063,Niagara University,New York
36063,Sanborn,New York
36065,Clinton,New York
36065,Utica,New York
36067,Liverpool,New York
36067,Syracuse,New York
36069,Canandaigua,New York
36069,Geneva,New York
36071,Middletown,New York
36071,Monroe,New York
36071,Newburgh,New York
36071,West  Point,New York
36075,Oswego,New York
36077,Oneonta,New York
36081,Bayside,New York
36081,Far Rockaway,New York
36081,Flushing,New York
36081,Forest Hills,New York
36081,Jackson Heights,New York
36081,Jamaica,New York
36081,Kew Gardens,New York
36081,Long Island City,New York
36081,Queens,New York
36081,Rego Park,New York
36083,Albany,New York
36083,Troy,New York
36085,Staten Island,New York
36087,Monsey,New York
36087,Nyack,New York
36087,Orangeburg,New York
36087,Sparkill,New York
36087,Spring Valley,New York
36087,Suffern,New York
36089,Canton,New York
36089,Potsdam,New York
36091,Saratoga Springs,New York
36093,Schenectady,New York
36095,Cobleskill,New York
36099,Seneca Falls,New York
36101,Corning,New York
36101,Hornell,New York
36103,Amityville,New York
36103,Dix Hills,New York
36103,Farmingdale,New York
36103,Melville,New York
36103,Northport,New York
36103,Oakdale,New York
36103,Riverhead,New York
36103,Selden,New York
36103,Stony Brook,New York
36105,Loch Sheldrake,New York
36105,South Fallsburgh,New York
36109,Dryden,New York
36109,Ithaca,New York
36111,New Paltz,New York
36111,Stone Ridge,New York
36113,Pottersville,New York
36113,Queensbury,New York
36119,Bronxville,New York
36119,Crestwood,New York
36119,Dobbs Ferry,New York
36119,Mount Kisco,New York
36119,Mount Vernon,New York
36119,New Rochelle,New York
36119,Ossining,New York
36119,Peekskill,New York
36119,Purchase,New York
36119,Valhalla,New York
36119,White Plains,New York
36119,Yonkers,New York
36123,Keuka Park,New York
37001,Elon,North Carolina
37001,Graham,North Carolina
37007,Polkton,North Carolina
37011,Banner Elk,North Carolina
37011,Spruce Pine,North Carolina
37013,Washington,North Carolina
37017,Dublin,North Carolina
37019,Bolivia,North Carolina
37021,Asheville,North Carolina
37021,Montreat,North Carolina
37021,Swannanoa,North Carolina
37023,Morganton,North Carolina
37025,Concord,North Carolina
37027,Hudson,North Carolina
37031,Morehead City,North Carolina
37035,Hickory,North Carolina
37039,Murphy,North Carolina
37045,Boiling Springs,North Carolina
37045,Shelby,North Carolina
37049,New Bern,North Carolina
37051,Fayetteville,North Carolina
37057,Thomasville,North Carolina
37061,Kenansville,North Carolina
37063,Durham,North Carolina
37065,Tarboro,North Carolina
37067,Winston Salem,North Carolina
37067,Winston-Salem,North Carolina
37069,Louisburg,North Carolina
37071,Belmont,North Carolina
37071,Dallas,North Carolina
37081,Greensboro,North Carolina
37081,High Point,North Carolina
37081,Jamestown,North Carolina
37083,Weldon,North Carolina
37085,Buies Creek,North Carolina
37085,Dunn,North Carolina
37087,Clyde,North Carolina
37089,Flat Rock,North Carolina
37091,Ahoskie,North Carolina
37091,Murfreesboro,North Carolina
37097,Mooresville,North Carolina
37097,Statesville,North Carolina
37099,Cullowhee,North Carolina
37101,Smithfield,North Carolina
37105,Sanford,North Carolina
37107,Kinston,North Carolina
37111,Marion,North Carolina
37115,Mars Hill,North Carolina
37117,Williamston,North Carolina
37119,Charlotte,North Carolina
37119,Davidson,North Carolina
37123,Troy,North Carolina
37125,Pinehurst,North Carolina
37127,Rocky Mount,North Carolina
37129,Wilmington,North Carolina
37133,Jacksonville,North Carolina
37135,Chapel Hill,North Carolina
37137,Grantsboro,North Carolina
37139,Elizabeth City,North Carolina
37145,Roxboro,North Carolina
37147,Greenville,North Carolina
37147,Winterville,North Carolina
37151,Asheboro,North Carolina
37153,Hamlet,North Carolina
37155,Lumberton,North Carolina
37155,Pembroke,North Carolina
37157,Wentworth,North Carolina
37159,Salisbury,North Carolina
37161,Spindale,North Carolina
37163,Clinton,North Carolina
37165,Laurinburg,North Carolina
37167,Albemarle,North Carolina
37167,Misenheimer,North Carolina
37171,Dobson,North Carolina
37175,Brevard,North Carolina
37179,Wingate,North Carolina
37181,Henderson,North Carolina
37183,Cary,North Carolina
37183,Morrisville,North Carolina
37183,Raleigh,North Carolina
37189,Boone,North Carolina
37189,Sugar Grove,North Carolina
37191,Goldsboro,North Carolina
37191,Mount Olive,North Carolina
37193,Wilkesboro,North Carolina
37195,Wilson,North Carolina
38003,Valley City,North Dakota
38005,Fort Totten,North Dakota
38009,Bottineau,North Dakota
38015,Bismarck,North Dakota
38017,Fargo,North Dakota
38021,Ellendale,North Dakota
38035,Grand Forks,North Dakota
38061,New Town,North Dakota
38071,Devils Lake,North Dakota
38077,Wahpeton,North Dakota
38085,Fort Yates,North Dakota
38089,Dickinson,North Dakota
38093,Jamestown,North Dakota
38097,Mayville,North Dakota
38101,Minot,North Dakota
38105,Williston,North Dakota
39003,Bluffton,Ohio
39003,Lima,Ohio
39005,Ashland,Ohio
39009,Athens,Ohio
39009,Nelsonville,Ohio
39013,Saint Clairsville,Ohio
39015,Saint Martin,Ohio
39017,Hamilton,Ohio
39017,Middletown,Ohio
39017,Oxford,Ohio
39017,West Chester,Ohio
39021,Urbana,Ohio
39023,Springfield,Ohio
39025,Batavia,Ohio
39027,Wilmington,Ohio
39029,East Liverpool,Ohio
39029,Salem,Ohio
39035,Beachwood,Ohio
39035,Berea,Ohio
39035,Brecksville,Ohio
39035,Broadview Heights,Ohio
39035,Brooklyn,Ohio
39035,Cleveland,Ohio
39035,Euclid,Ohio
39035,Fairview Park,Ohio
39035,Highland Heights,Ohio
39035,Independence,Ohio
39035,Lakewood,Ohio
39035,Middleburg Heights,Ohio
39035,North Olmsted,Ohio
39035,North Randall,Ohio
39035,Parma,Ohio
39035,Pepper Pike,Ohio
39035,Rocky River,Ohio
39035,Strongsville,Ohio
39035,Warrensville Heights,Ohio
39039,Defiance,Ohio
39041,Delaware,Ohio
39043,Huron,Ohio
39043,Sandusky,Ohio
39045,Lancaster,Ohio
39049,CANAL WINCHESTER,Ohio
39049,Columbu,Ohio
39049,Columbus,Ohio
39049,Grove City,Ohio
39049,Jackson,Ohio
39049,Westerville,Ohio
39053,Rio Grande,Ohio
39055,Burton,Ohio
39057,Cedarville,Ohio
39057,Wilberforce,Ohio
39057,Wright-Patterson AFB,Ohio
39057,Yellow Springs,Ohio
39061,Blue Ash,Ohio
39061,Cincinnati,Ohio
39061,Springdale,Ohio
39061,Summerdale,Pennsylvania
39063,Findlay,Ohio
39065,Ada,Ohio
39069,Archbold,Ohio
39071,Hillsboro,Ohio
39077,Norwalk,Ohio
39081,Steubenville,Ohio
39083,Gambier,Ohio
39083,Mount Vernon,Ohio
39085,Eastlake,Ohio
39085,Kirtland,Ohio
39085,Mentor,Ohio
39085,Painesville,Ohio
39085,Wickliffe,Ohio
39085,Willoughby Hills,Ohio
39087,Chesapeake,Ohio
39087,Ironton,Ohio
39087,South Point,Ohio
39089,Granville,Ohio
39089,Newark,Ohio
39093,Elyria,Ohio
39093,Oberlin,Ohio
39093,Sheffield Village,Ohio
39095,Maumee,Ohio
39095,OREGON,Ohio
39095,Sylvania,Ohio
39095,Toledo,Ohio
39097,Irwin,Ohio
39099,Boardman,Ohio
39099,Youngstown,Ohio
39101,Marion,Ohio
39103,Brunswick,Ohio
39107,Celina,Ohio
39109,Troy,Ohio
39113,Centerville,Ohio
39113,Dayton,Ohio
39113,Huber Heights,Ohio
39113,Kettering,Ohio
39113,Miamisburg,Ohio
39119,New Concord,Ohio
39119,Zanesville,Ohio
39129,Circleville,Ohio
39133,"2nd Floor Library""",Kent
39133,Ravenna,Ohio
39133,Rootstown,Ohio
39139,Mansfield,Ohio
39141,Chillicothe,Ohio
39143,Fremont,Ohio
39145,New Boston,Ohio
39145,Portsmouth,Ohio
39147,Tiffin,Ohio
39151,Alliance,Ohio
39151,Canton,Ohio
39151,North Canton,Ohio
39153,Akron,Ohio
39153,Copley,Ohio
39153,Cuyahoga Falls,Ohio
39153,Stow,Ohio
39155,Niles,Ohio
39155,Warren,Ohio
39165,Franklin,Ohio
39165,Lebanon,Ohio
39165,Mason,Ohio
39165,Springboro,Ohio
39167,Marietta,Ohio
39169,Orrville,Ohio
39169,Wooster,Ohio
39173,Bowling Green,Ohio
39173,Perrysburg,Ohio
40013,Durant,Oklahoma
40015,Fort Cobb,Oklahoma
40017,El Reno,Oklahoma
40021,Tahlequah,Oklahoma
40027,Moore,Oklahoma
40027,Norman,Oklahoma
40027,Oklahoma City,Oklahoma
40031,Lawton,Oklahoma
40039,Weatherford,Oklahoma
40047,Enid,Oklahoma
40051,Chickasha,Oklahoma
40061,Stigler,Oklahoma
40065,Altus,Oklahoma
40069,Tishomingo,Oklahoma
40071,Tonkawa,Oklahoma
40077,Wilburton,Oklahoma
40079,Poteau,Oklahoma
40083,Langston,Oklahoma
40101,Muskogee,Oklahoma
40101,Warner,Oklahoma
40109,Bethany,Oklahoma
40109,Edmond,Oklahoma
40109,Midwest City,Oklahoma
40109,Oklahoma City,Oklahoma
40109,Warr Acres,Oklahoma
40111,Okmulgee,Oklahoma
40115,Miami,Oklahoma
40119,Stillwater,Oklahoma
40123,Ada,Oklahoma
40125,Shawnee,Oklahoma
40131,Claremore,Oklahoma
40133,Seminole,Oklahoma
40139,Goodwell,Oklahoma
40143,Tulsa,Oklahoma
40147,Bartlesville,Oklahoma
40151,Alva,Oklahoma
41003,Corvallis,Oregon
41005,Clackamas,Oregon
41005,Happy Valley,Oregon
41005,Marylhurst,Oregon
41005,Oregon City,Oregon
41005,Wilsonville,Oregon
41007,Astoria,Oregon
41011,Coos Bay,Oregon
41017,Bend,Oregon
41019,Roseburg,Oregon
41029,Ashland,Oregon
41029,Medford,Oregon
41033,Grants Pass,Oregon
41035,Klamath Falls,Oregon
41039,Eugene,Oregon
41039,Springfield,Oregon
41039,Superior,Wisconsin
41041,Newport,Oregon
41043,Albany,Oregon
41045,Ontario,Oregon
41047,Saint Benedict,Oregon
41047,Salem,Oregon
41051,Gresham,Oregon
41051,Portland,Oregon
41053,Monmouth,Oregon
41057,Tillamook,Oregon
41059,Pendleton,Oregon
41061,La Grande,Oregon
41065,The Dalles,Oregon
41067,Beaverton,Oregon
41067,Forest Grove,Oregon
41067,Tigard,Oregon
41067,Tualatin,Oregon
41071,McMinnville,Oregon
41071,Newberg,Oregon
42001,Gettysburg,Pennsylvania
42003,McKeesport,Pennsylvania
42003,Monroeville,Pennsylvania
42003,Moon Township,Pennsylvania
42003,Oakdale,Pennsylvania
42003,Pittsburgh,Pennsylvania
42003,Tarentum,Pennsylvania
42003,West Mifflin,Pennsylvania
42007,Ambridge,Pennsylvania
42007,Beaver Falls,Pennsylvania
42007,Monaca,Pennsylvania
42011,Kutztown,Pennsylvania
42011,Reading,Pennsylvania
42011,Wyomissing,Pennsylvania
42013,Altoona,Pennsylvania
42017,Bristol,Pennsylvania
42017,Doylestown,Pennsylvania
42017,Feasterville,Pennsylvania
42017,Langhorne,Pennsylvania
42017,Levittown,Pennsylvania
42017,Newtown,Pennsylvania
42017,Trevose,Pennsylvania
42017,Warminster,Pennsylvania
42019,Butler,Pennsylvania
42019,Slippery Rock,Pennsylvania
42021,Cresson,Pennsylvania
42021,Johnstown,Pennsylvania
42021,Loretto,Pennsylvania
42027,State College,Pennsylvania
42027,University Park,Pennsylvania
42029,Cheyney,Pennsylvania
42029,Exton,Pennsylvania
42029,Immaculata,Pennsylvania
42029,Lincoln University,Pennsylvania
42029,Malvern,Pennsylvania
42029,Phoenixville,Pennsylvania
42029,West Chester,Pennsylvania
42031,Clarion,Pennsylvania
42033,DuBois,Pennsylvania
42035,Lock Haven,Pennsylvania
42037,Bloomsburg,Pennsylvania
42039,Meadville,Pennsylvania
42039,Titusville,Pennsylvania
42041,Carlisle,Pennsylvania
42041,Mechanicsburg,Pennsylvania
42041,Shippensburg,Pennsylvania
42043,Harrisburg,Pennsylvania
42043,Hershey,Pennsylvania
42043,Middletown,Pennsylvania
42045,Aston,Pennsylvania
42045,Broomall,Pennsylvania
42045,Bryn Mawr,Pennsylvania
42045,Chester,Pennsylvania
42045,Essington,Pennsylvania
42045,Media,Pennsylvania
42045,Radnor,Pennsylvania
42045,Saint Davids,Pennsylvania
42045,Swarthmore,Pennsylvania
42045,Upper Darby,Pennsylvania
42045,Villanova,Pennsylvania
42045,Wayne,Pennsylvania
42049,Edinboro,Pennsylvania
42049,Erie,Pennsylvania
42049,North East,Pennsylvania
42051,Lemont Furnace,Pennsylvania
42051,Mount Braddock,Pennsylvania
42051,Uniontown,Pennsylvania
42055,Chambersburg,Pennsylvania
42055,Mont Alto,Pennsylvania
42059,Waynesburg,Pennsylvania
42061,Huntingdon,Pennsylvania
42063,Blairsville,Pennsylvania
42063,Indiana,Pennsylvania
42069,Clarks Summit,Pennsylvania
42069,Dunmore,Pennsylvania
42069,Scranton,Pennsylvania
42071,Elizabethtown,Pennsylvania
42071,Lancaster,Pennsylvania
42073,New Castle,Pennsylvania
42075,Annville,Pennsylvania
42075,Myerstown,Pennsylvania
42077,Allentown,Pennsylvania
42077,Center Valley,Pennsylvania
42077,Schnecksville,Pennsylvania
42079,Dallas,Pennsylvania
42079,Forty Fort,Pennsylvania
42079,Hazleton,Pennsylvania
42079,Lehman,Pennsylvania
42079,Nanticoke,Pennsylvania
42079,Wilkes-Barre,Pennsylvania
42081,Williamsport,Pennsylvania
42083,Bradford,Pennsylvania
42085,Greenville,Pennsylvania
42085,Grove City,Pennsylvania
42085,Sharon,Pennsylvania
42087,Lewistown,Pennsylvania
42089,East Stroudsburg,Pennsylvania
42091,Abington,Pennsylvania
42091,Blue Bell,Pennsylvania
42091,Bryn Athyn,Pennsylvania
42091,Bryn Mawr,Pennsylvania
42091,Collegeville,Pennsylvania
42091,Elkins Park,Pennsylvania
42091,Erdenheim,Pennsylvania
42091,Fort Washington,Pennsylvania
42091,Glenside,Pennsylvania
42091,Gwynedd Valley,Pennsylvania
42091,Hatfield,Pennsylvania
42091,Haverford,Pennsylvania
42091,Jenkintown,Pennsylvania
42091,Lansdale,Pennsylvania
42091,Melrose Park,Pennsylvania
42091,North Wales,Pennsylvania
42091,Rosemont,Pennsylvania
42091,Willow Grove,Pennsylvania
42091,Wyncote,Pennsylvania
42091,Wynnewood,Pennsylvania
42095,Bethlehem,Pennsylvania
42095,Easton,Pennsylvania
42097,Sunbury,Pennsylvania
42101,Philadelphia,Pennsylvania
42107,Pottsville,Pennsylvania
42107,Schuylkill Haven,Pennsylvania
42109,Selinsgrove,Pennsylvania
42111,Somerset,Pennsylvania
42117,Mansfield,Pennsylvania
42119,Lewisburg,Pennsylvania
42121,Oil City,Pennsylvania
42125,California,Pennsylvania
42125,Washington,Pennsylvania
42129,Greensburg,Pennsylvania
42129,Latrobe,Pennsylvania
42129,Lower Burrell,Pennsylvania
42129,Monessen,Pennsylvania
42129,New Kensington,Pennsylvania
42129,Youngwood,Pennsylvania
42131,La Plume,Pennsylvania
42133,York,Pennsylvania
44001,Bristol,Rhode Island
44003,East Greenwich,Rhode Island
44003,Warwick,Rhode Island
44005,Newport,Rhode Island
44007,Cranston,Rhode Island
44007,Lincoln,Rhode Island
44007,Providence,Rhode Island
44007,Smithfield,Rhode Island
45001,Due West,South Carolina
45003,Aiken,South Carolina
45003,Graniteville,South Carolina
45005,Allendale,South Carolina
45007,Anderson,South Carolina
45007,Greenville,South Carolina
45007,Pendleton,South Carolina
45009,Denmark,South Carolina
45013,Beaufort,South Carolina
45013,Bluffton,South Carolina
45019,Charleston,South Carolina
45019,North Charleston,South Carolina
45021,Gaffney,South Carolina
45025,Cheraw,South Carolina
45031,Hartsville,South Carolina
45041,Florence,South Carolina
45045,Greenville,South Carolina
45045,Tigerville,South Carolina
45047,Greenwood,South Carolina
45051,Conway,South Carolina
45051,Myrtle Beach,South Carolina
45057,Lancaster,South Carolina
45059,Clinton,South Carolina
45063,West Columbia,South Carolina
45071,Newberry,South Carolina
45075,Orangeburg,South Carolina
45077,Central,South Carolina
45077,Clemson,South Carolina
45079,Columbia,South Carolina
45083,Spartanburg,South Carolina
45085,Sumter,South Carolina
45087,Union,South Carolina
45089,Kingstree,South Carolina
45091,Rock Hill,South Carolina
46011,Brookings,South Dakota
46013,Aberdeen,South Dakota
46027,Vermillion,South Dakota
46029,Watertown,South Dakota
46035,Mitchell,South Dakota
46079,Madison,South Dakota
46081,Spearfish,South Dakota
46083,Sioux Falls,South Dakota
46099,Sioux Falls,South Dakota
46103,Rapid City,South Dakota
46109,Sisseton,South Dakota
46113,Kyle,South Dakota
46135,Yankton,South Dakota
47003,Shelbyville,Tennessee
47009,Maryville,Tennessee
47011,Cleveland,Tennessee
47013,Jacksboro,Tennessee
47017,McKenzie,Tennessee
47019,Elizabethton,Tennessee
47019,Milligan College,Tennessee
47023,Henderson,Tennessee
47025,Harrogate,Tennessee
47035,Crossville,Tennessee
47037,Madison,Tennessee
47037,Nashville,Tennessee
47043,Dickson,Tennessee
47045,Dyersburg,Tennessee
47045,Newbern,Tennessee
47051,Sewanee,Tennessee
47055,Pulaski,Tennessee
47059,Greeneville,Tennessee
47063,Morristown,Tennessee
47065,Chattanooga,Tennessee
47065,Collegedale,Tennessee
47069,Whiteville,Tennessee
47071,Crump,Tennessee
47079,Paris,Tennessee
47089,Jefferson City,Tennessee
47093,Knoxville,Tennessee
47097,Ripley,Tennessee
47101,Hohenwald,Tennessee
47107,Athens,Tennessee
47113,Jackson,Tennessee
47119,Columbia,Tennessee
47123,Madisonville,Tennessee
47125,Clarksville,Tennessee
47127,Tullahoma,Tennessee
47133,Livingston,Tennessee
47141,Cookeville,Tennessee
47143,Dayton,Tennessee
47145,Harriman,Tennessee
47149,Murfreesboro,Tennessee
47151,Huntsville,Tennessee
47157,Cordova,Tennessee
47157,Memphis,Tennessee
47163,Blountville,Tennessee
47163,Bristol,Tennessee
47165,Gallatin,Tennessee
47167,Covington,Tennessee
47169,Hartsville,Tennessee
47177,McMinnville,Tennessee
47179,Johnson City,Tennessee
47183,Martin,Tennessee
47187,Franklin,Tennessee
47189,Lebanon,Tennessee
48005,Lufkin,Texas
48025,Beeville,Texas
48027,Belton,Texas
